lng,lat,val
139.7665,35.671,650
139.767,35.671,650
139.7675,35.671,650
139.768,35.671,650
139.7685,35.671,650
139.769,35.671,650
139.7695,35.671,650
139.77,35.671,650
139.7705,35.671,650
139.771,35.671,650
139.7715,35.671,650
139.7615,35.6715,610
139.762,35.6715,614
139.7625,35.6715,618
139.763,35.6715,622
139.7635,35.6715,626
139.764,35.6715,630
139.7645,35.6715,634
139.765,35.6715,638
139.7655,35.6715,642
139.766,35.6715,646
139.7665,35.6715,650
139.767,35.6715,646
139.7675,35.6715,642
139.768,35.6715,638
139.7685,35.6715,634
139.769,35.6715,630
139.7695,35.6715,626
139.77,35.6715,622
139.7705,35.6715,618
139.771,35.6715,614
139.7715,35.6715,610
139.7615,35.672,570
139.762,35.672,578
139.7625,35.672,586
139.763,35.672,594
139.7635,35.672,602
139.764,35.672,610
139.7645,35.672,618
139.765,35.672,626
139.7655,35.672,634
139.766,35.672,642
139.7665,35.672,650
139.767,35.672,642
139.7675,35.672,634
139.768,35.672,626
139.7685,35.672,618
139.769,35.672,610
139.7695,35.672,602
139.77,35.672,594
139.7705,35.672,586
139.771,35.672,578
139.7715,35.672,570
139.7615,35.6725,530
139.762,35.6725,542
139.7625,35.6725,554
139.763,35.6725,566
139.7635,35.6725,578
139.764,35.6725,590
139.7645,35.6725,602
139.765,35.6725,614
139.7655,35.6725,626
139.766,35.6725,638
139.7665,35.6725,650
139.767,35.6725,638
139.7675,35.6725,626
139.768,35.6725,614
139.7685,35.6725,602
139.769,35.6725,590
139.7695,35.6725,578
139.77,35.6725,566
139.7705,35.6725,554
139.771,35.6725,542
139.7715,35.6725,530
139.7615,35.673,490
139.762,35.673,506
139.7625,35.673,522
139.763,35.673,538
139.7635,35.673,554
139.764,35.673,570
139.7645,35.673,586
139.765,35.673,602
139.7655,35.673,618
139.766,35.673,634
139.7665,35.673,650
139.767,35.673,634
139.7675,35.673,618
139.768,35.673,602
139.7685,35.673,586
139.769,35.673,570
139.7695,35.673,554
139.77,35.673,538
139.7705,35.673,522
139.771,35.673,506
139.7715,35.673,490
139.7615,35.6735,450
139.762,35.6735,470
139.7625,35.6735,490
139.763,35.6735,510
139.7635,35.6735,530
139.764,35.6735,550
139.7645,35.6735,570
139.765,35.6735,590
139.7655,35.6735,610
139.766,35.6735,630
139.7665,35.6735,650
139.767,35.6735,630
139.7675,35.6735,610
139.768,35.6735,590
139.7685,35.6735,570
139.769,35.6735,550
139.7695,35.6735,530
139.77,35.6735,510
139.7705,35.6735,490
139.771,35.6735,470
139.7715,35.6735,450
139.7615,35.674,410
139.762,35.674,434
139.7625,35.674,458
139.763,35.674,482
139.7635,35.674,506
139.764,35.674,530
139.7645,35.674,554
139.765,35.674,578
139.7655,35.674,602
139.766,35.674,626
139.7665,35.674,650
139.767,35.674,626
139.7675,35.674,602
139.768,35.674,578
139.7685,35.674,554
139.769,35.674,530
139.7695,35.674,506
139.77,35.674,482
139.7705,35.674,458
139.771,35.674,434
139.7715,35.674,410
139.7615,35.6745,370
139.762,35.6745,398
139.7625,35.6745,426
139.763,35.6745,454
139.7635,35.6745,482
139.764,35.6745,510
139.7645,35.6745,538
139.765,35.6745,566
139.7655,35.6745,594
139.766,35.6745,622
139.7665,35.6745,650
139.767,35.6745,622
139.7675,35.6745,594
139.768,35.6745,566
139.7685,35.6745,538
139.769,35.6745,510
139.7695,35.6745,482
139.77,35.6745,454
139.7705,35.6745,426
139.771,35.6745,398
139.7715,35.6745,370
139.7615,35.675,330
139.762,35.675,362
139.7625,35.675,394
139.763,35.675,426
139.7635,35.675,458
139.764,35.675,490
139.7645,35.675,522
139.765,35.675,554
139.7655,35.675,586
139.766,35.675,618
139.7665,35.675,650
139.767,35.675,618
139.7675,35.675,586
139.768,35.675,554
139.7685,35.675,522
139.769,35.675,490
139.7695,35.675,458
139.77,35.675,426
139.7705,35.675,394
139.771,35.675,362
139.7715,35.675,330
139.7615,35.6755,290
139.762,35.6755,326
139.7625,35.6755,362
139.763,35.6755,398
139.7635,35.6755,434
139.764,35.6755,470
139.7645,35.6755,506
139.765,35.6755,542
139.7655,35.6755,578
139.766,35.6755,614
139.7665,35.6755,650
139.767,35.6755,614
139.7675,35.6755,578
139.768,35.6755,542
139.7685,35.6755,506
139.769,35.6755,470
139.7695,35.6755,434
139.77,35.6755,398
139.7705,35.6755,362
139.771,35.6755,326
139.7715,35.6755,290
139.7615,35.676,250
139.762,35.676,290
139.7625,35.676,330
139.763,35.676,370
139.7635,35.676,410
139.764,35.676,450
139.7645,35.676,490
139.765,35.676,530
139.7655,35.676,570
139.766,35.676,610
139.7665,35.676,650
139.767,35.676,610
139.7675,35.676,570
139.768,35.676,530
139.7685,35.676,490
139.769,35.676,450
139.7695,35.676,410
139.77,35.676,370
139.7705,35.676,330
139.771,35.676,290
139.7715,35.676,250
