lng,lat,val
139.7685,35.67,576
139.769,35.67,570
139.7695,35.67,564
139.77,35.67,558
139.7705,35.67,552
139.771,35.67,546
139.7715,35.67,540
139.7615,35.6705,570
139.762,35.6705,573
139.7625,35.6705,576
139.763,35.6705,579
139.7635,35.6705,582
139.764,35.6705,585
139.7645,35.6705,588
139.765,35.6705,591
139.7655,35.6705,594
139.766,35.6705,597
139.7665,35.6705,600
139.767,35.6705,597
139.7675,35.6705,594
139.768,35.6705,591
139.7685,35.6705,588
139.769,35.6705,585
139.7695,35.6705,582
139.77,35.6705,579
139.7705,35.6705,576
139.771,35.6705,573
139.7715,35.6705,570
139.7615,35.671,600
139.762,35.671,600
139.7625,35.671,600
139.763,35.671,600
139.7635,35.671,600
139.764,35.671,600
139.7645,35.671,600
139.765,35.671,600
139.7655,35.671,600
139.766,35.671,600
139.7665,35.671,600
139.767,35.671,600
139.7675,35.671,600
139.768,35.671,600
139.7685,35.671,600
139.769,35.671,600
139.7695,35.671,600
139.77,35.671,600
139.7705,35.671,600
139.771,35.671,600
139.7715,35.671,600
139.7615,35.6715,570
139.762,35.6715,573
139.7625,35.6715,576
139.763,35.6715,579
139.7635,35.6715,582
139.764,35.6715,585
139.7645,35.6715,588
139.765,35.6715,591
139.7655,35.6715,594
139.766,35.6715,597
139.7665,35.6715,600
139.767,35.6715,597
139.7675,35.6715,594
139.768,35.6715,591
139.7685,35.6715,588
139.769,35.6715,585
139.7695,35.6715,582
139.77,35.6715,579
139.7705,35.6715,576
139.771,35.6715,573
139.7715,35.6715,570
139.7615,35.672,540
139.762,35.672,546
139.7625,35.672,552
139.763,35.672,558
139.7635,35.672,564
139.764,35.672,570
139.7645,35.672,576
139.765,35.672,582
139.7655,35.672,588
139.766,35.672,594
139.7665,35.672,600
139.767,35.672,594
139.7675,35.672,588
139.768,35.672,582
139.7685,35.672,576
139.769,35.672,570
139.7695,35.672,564
139.77,35.672,558
139.7705,35.672,552
139.771,35.672,546
139.7715,35.672,540
139.7615,35.6725,510
139.762,35.6725,519
139.7625,35.6725,528
139.763,35.6725,537
139.7635,35.6725,546
139.764,35.6725,555
139.7645,35.6725,564
139.765,35.6725,573
139.7655,35.6725,582
139.766,35.6725,591
139.7665,35.6725,600
139.767,35.6725,591
139.7675,35.6725,582
139.768,35.6725,573
139.7685,35.6725,564
139.769,35.6725,555
139.7695,35.6725,546
139.77,35.6725,537
139.7705,35.6725,528
139.771,35.6725,519
139.7715,35.6725,510
139.7615,35.673,480
139.762,35.673,492
139.7625,35.673,504
139.763,35.673,516
139.7635,35.673,528
139.764,35.673,540
139.7645,35.673,552
139.765,35.673,564
139.7655,35.673,576
139.766,35.673,588
139.7665,35.673,600
139.767,35.673,588
139.7675,35.673,576
139.768,35.673,564
139.7685,35.673,552
139.769,35.673,540
139.7695,35.673,528
139.77,35.673,516
139.7705,35.673,504
139.771,35.673,492
139.7715,35.673,480
139.7615,35.6735,450
139.762,35.6735,465
139.7625,35.6735,480
139.763,35.6735,495
139.7635,35.6735,510
139.764,35.6735,525
139.7645,35.6735,540
139.765,35.6735,555
139.7655,35.6735,570
139.766,35.6735,585
139.7665,35.6735,600
139.767,35.6735,585
139.7675,35.6735,570
139.768,35.6735,555
139.7685,35.6735,540
139.769,35.6735,525
139.7695,35.6735,510
139.77,35.6735,495
139.7705,35.6735,480
139.771,35.6735,465
139.7715,35.6735,450
139.7615,35.674,420
139.762,35.674,438
139.7625,35.674,456
139.763,35.674,474
139.7635,35.674,492
139.764,35.674,510
139.7645,35.674,528
139.765,35.674,546
139.7655,35.674,564
139.766,35.674,582
139.7665,35.674,600
139.767,35.674,582
139.7675,35.674,564
139.768,35.674,546
139.7685,35.674,528
139.769,35.674,510
139.7695,35.674,492
139.77,35.674,474
139.7705,35.674,456
139.771,35.674,438
139.7715,35.674,420
139.7615,35.6745,390
139.762,35.6745,411
139.7625,35.6745,432
139.763,35.6745,453
139.7635,35.6745,474
139.764,35.6745,495
139.7645,35.6745,516
139.765,35.6745,537
139.7655,35.6745,558
139.766,35.6745,579
139.7665,35.6745,600
139.767,35.6745,579
139.7675,35.6745,558
139.768,35.6745,537
139.7685,35.6745,516
139.769,35.6745,495
139.7695,35.6745,474
139.77,35.6745,453
139.7705,35.6745,432
139.771,35.6745,411
139.7715,35.6745,390
139.7615,35.675,360
139.762,35.675,384
139.7625,35.675,408
139.763,35.675,432
139.7635,35.675,456
139.764,35.675,480
139.7645,35.675,504
139.765,35.675,528
139.7655,35.675,552
139.766,35.675,576
139.7665,35.675,600
139.767,35.675,576
139.7675,35.675,552
139.768,35.675,528
139.7685,35.675,504
139.769,35.675,480
139.7695,35.675,456
139.77,35.675,432
139.7705,35.675,408
139.771,35.675,384
139.7715,35.675,360
139.7615,35.6755,330
139.762,35.6755,357
139.7625,35.6755,384
139.763,35.6755,411
139.7635,35.6755,438
139.764,35.6755,465
139.7645,35.6755,492
139.765,35.6755,519
139.7655,35.6755,546
139.766,35.6755,573
139.7665,35.6755,600
139.767,35.6755,573
139.7675,35.6755,546
139.768,35.6755,519
139.7685,35.6755,492
139.769,35.6755,465
139.7695,35.6755,438
139.77,35.6755,411
139.7705,35.6755,384
139.771,35.6755,357
139.7715,35.6755,330
139.7615,35.676,300
139.762,35.676,330
139.7625,35.676,360
139.763,35.676,390
139.7635,35.676,420
139.764,35.676,450
139.7645,35.676,480
139.765,35.676,510
139.7655,35.676,540
139.766,35.676,570
139.7665,35.676,600
139.767,35.676,570
139.7675,35.676,540
139.768,35.676,510
139.7685,35.676,480
139.769,35.676,450
139.7695,35.676,420
139.77,35.676,390
139.7705,35.676,360
139.771,35.676,330
139.7715,35.676,300
