lng,lat,val
139.7675,35.674,640
139.768,35.674,610
139.7685,35.674,580
139.769,35.674,550
139.7695,35.674,520
139.77,35.674,490
139.7705,35.674,460
139.771,35.674,430
139.7715,35.674,400
139.7615,35.6745,350
139.762,35.6745,385
139.7625,35.6745,420
139.763,35.6745,455
139.7635,35.6745,490
139.764,35.6745,525
139.7645,35.6745,560
139.765,35.6745,595
139.7655,35.6745,630
139.766,35.6745,665
139.7665,35.6745,700
139.767,35.6745,665
139.7675,35.6745,630
139.768,35.6745,595
139.7685,35.6745,560
139.769,35.6745,525
139.7695,35.6745,490
139.77,35.6745,455
139.7705,35.6745,420
139.771,35.6745,385
139.7715,35.6745,350
139.7615,35.675,300
139.762,35.675,340
139.7625,35.675,380
139.763,35.675,420
139.7635,35.675,460
139.764,35.675,500
139.7645,35.675,540
139.765,35.675,580
139.7655,35.675,620
139.766,35.675,660
139.7665,35.675,700
139.767,35.675,660
139.7675,35.675,620
139.768,35.675,580
139.7685,35.675,540
139.769,35.675,500
139.7695,35.675,460
139.77,35.675,420
139.7705,35.675,380
139.771,35.675,340
139.7715,35.675,300
139.7615,35.6755,250
139.762,35.6755,295
139.7625,35.6755,340
139.763,35.6755,385
139.7635,35.6755,430
139.764,35.6755,475
139.7645,35.6755,520
139.765,35.6755,565
139.7655,35.6755,610
139.766,35.6755,655
139.7665,35.6755,700
139.767,35.6755,655
139.7675,35.6755,610
139.768,35.6755,565
139.7685,35.6755,520
139.769,35.6755,475
139.7695,35.6755,430
139.77,35.6755,385
139.7705,35.6755,340
139.771,35.6755,295
139.7715,35.6755,250
139.7615,35.676,200
139.762,35.676,250
139.7625,35.676,300
139.763,35.676,350
139.7635,35.676,400
139.764,35.676,450
139.7645,35.676,500
139.765,35.676,550
139.7655,35.676,600
139.766,35.676,650
139.7665,35.676,700
139.767,35.676,650
139.7675,35.676,600
139.768,35.676,550
139.7685,35.676,500
139.769,35.676,450
139.7695,35.676,400
139.77,35.676,350
139.7705,35.676,300
139.771,35.676,250
139.7715,35.676,200
