lng,lat,val
139.765,35.6685,485
139.7655,35.6685,490
139.766,35.6685,495
139.7665,35.6685,500
139.767,35.6685,495
139.7675,35.6685,490
139.768,35.6685,485
139.7685,35.6685,480
139.769,35.6685,475
139.7695,35.6685,470
139.77,35.6685,465
139.7705,35.6685,460
139.771,35.6685,455
139.7715,35.6685,450
139.7615,35.669,460
139.762,35.669,464
139.7625,35.669,468
139.763,35.669,472
139.7635,35.669,476
139.764,35.669,480
139.7645,35.669,484
139.765,35.669,488
139.7655,35.669,492
139.766,35.669,496
139.7665,35.669,500
139.767,35.669,496
139.7675,35.669,492
139.768,35.669,488
139.7685,35.669,484
139.769,35.669,480
139.7695,35.669,476
139.77,35.669,472
139.7705,35.669,468
139.771,35.669,464
139.7715,35.669,460
139.7615,35.6695,470
139.762,35.6695,473
139.7625,35.6695,476
139.763,35.6695,479
139.7635,35.6695,482
139.764,35.6695,485
139.7645,35.6695,488
139.765,35.6695,491
139.7655,35.6695,494
139.766,35.6695,497
139.7665,35.6695,500
139.767,35.6695,497
139.7675,35.6695,494
139.768,35.6695,491
139.7685,35.6695,488
139.769,35.6695,485
139.7695,35.6695,482
139.77,35.6695,479
139.7705,35.6695,476
139.771,35.6695,473
139.7715,35.6695,470
139.7615,35.67,480
139.762,35.67,482
139.7625,35.67,484
139.763,35.67,486
139.7635,35.67,488
139.764,35.67,490
139.7645,35.67,492
139.765,35.67,494
139.7655,35.67,496
139.766,35.67,498
139.7665,35.67,500
139.767,35.67,498
139.7675,35.67,496
139.768,35.67,494
139.7685,35.67,492
139.769,35.67,490
139.7695,35.67,488
139.77,35.67,486
139.7705,35.67,484
139.771,35.67,482
139.7715,35.67,480
139.7615,35.6705,490
139.762,35.6705,491
139.7625,35.6705,492
139.763,35.6705,493
139.7635,35.6705,494
139.764,35.6705,495
139.7645,35.6705,496
139.765,35.6705,497
139.7655,35.6705,498
139.766,35.6705,499
139.7665,35.6705,500
139.767,35.6705,499
139.7675,35.6705,498
139.768,35.6705,497
139.7685,35.6705,496
139.769,35.6705,495
139.7695,35.6705,494
139.77,35.6705,493
139.7705,35.6705,492
139.771,35.6705,491
139.7715,35.6705,490
139.7615,35.671,500
139.762,35.671,500
139.7625,35.671,500
139.763,35.671,500
139.7635,35.671,500
139.764,35.671,500
139.7645,35.671,500
139.765,35.671,500
139.7655,35.671,500
139.766,35.671,500
139.7665,35.671,500
139.767,35.671,500
139.7675,35.671,500
139.768,35.671,500
139.7685,35.671,500
139.769,35.671,500
139.7695,35.671,500
139.77,35.671,500
139.7705,35.671,500
139.771,35.671,500
139.7715,35.671,500
139.7615,35.6715,490
139.762,35.6715,491
139.7625,35.6715,492
139.763,35.6715,493
139.7635,35.6715,494
139.764,35.6715,495
139.7645,35.6715,496
139.765,35.6715,497
139.7655,35.6715,498
139.766,35.6715,499
139.7665,35.6715,500
139.767,35.6715,499
139.7675,35.6715,498
139.768,35.6715,497
139.7685,35.6715,496
139.769,35.6715,495
139.7695,35.6715,494
139.77,35.6715,493
139.7705,35.6715,492
139.771,35.6715,491
139.7715,35.6715,490
139.7615,35.672,480
139.762,35.672,482
139.7625,35.672,484
139.763,35.672,486
139.7635,35.672,488
139.764,35.672,490
139.7645,35.672,492
139.765,35.672,494
139.7655,35.672,496
139.766,35.672,498
139.7665,35.672,500
139.767,35.672,498
139.7675,35.672,496
139.768,35.672,494
139.7685,35.672,492
139.769,35.672,490
139.7695,35.672,488
139.77,35.672,486
139.7705,35.672,484
139.771,35.672,482
139.7715,35.672,480
139.7615,35.6725,470
139.762,35.6725,473
139.7625,35.6725,476
139.763,35.6725,479
139.7635,35.6725,482
139.764,35.6725,485
139.7645,35.6725,488
139.765,35.6725,491
139.7655,35.6725,494
139.766,35.6725,497
139.7665,35.6725,500
139.767,35.6725,497
139.7675,35.6725,494
139.768,35.6725,491
139.7685,35.6725,488
139.769,35.6725,485
139.7695,35.6725,482
139.77,35.6725,479
139.7705,35.6725,476
139.771,35.6725,473
139.7715,35.6725,470
139.7615,35.673,460
139.762,35.673,464
139.7625,35.673,468
139.763,35.673,472
139.7635,35.673,476
139.764,35.673,480
139.7645,35.673,484
139.765,35.673,488
139.7655,35.673,492
139.766,35.673,496
139.7665,35.673,500
139.767,35.673,496
139.7675,35.673,492
139.768,35.673,488
139.7685,35.673,484
139.769,35.673,480
139.7695,35.673,476
139.77,35.673,472
139.7705,35.673,468
139.771,35.673,464
139.7715,35.673,460
139.7615,35.6735,450
139.762,35.6735,455
139.7625,35.6735,460
139.763,35.6735,465
139.7635,35.6735,470
139.764,35.6735,475
139.7645,35.6735,480
139.765,35.6735,485
139.7655,35.6735,490
139.766,35.6735,495
139.7665,35.6735,500
139.767,35.6735,495
139.7675,35.6735,490
139.768,35.6735,485
139.7685,35.6735,480
139.769,35.6735,475
139.7695,35.6735,470
139.77,35.6735,465
139.7705,35.6735,460
139.771,35.6735,455
139.7715,35.6735,450
139.7615,35.674,440
139.762,35.674,446
139.7625,35.674,452
139.763,35.674,458
139.7635,35.674,464
139.764,35.674,470
139.7645,35.674,476
139.765,35.674,482
139.7655,35.674,488
139.766,35.674,494
139.7665,35.674,500
139.767,35.674,494
139.7675,35.674,488
139.768,35.674,482
139.7685,35.674,476
139.769,35.674,470
139.7695,35.674,464
139.77,35.674,458
139.7705,35.674,452
139.771,35.674,446
139.7715,35.674,440
139.7615,35.6745,430
139.762,35.6745,437
139.7625,35.6745,444
139.763,35.6745,451
139.7635,35.6745,458
139.764,35.6745,465
139.7645,35.6745,472
139.765,35.6745,479
139.7655,35.6745,486
139.766,35.6745,493
139.7665,35.6745,500
139.767,35.6745,493
139.7675,35.6745,486
139.768,35.6745,479
139.7685,35.6745,472
139.769,35.6745,465
139.7695,35.6745,458
139.77,35.6745,451
139.7705,35.6745,444
139.771,35.6745,437
139.7715,35.6745,430
139.7615,35.675,420
139.762,35.675,428
139.7625,35.675,436
139.763,35.675,444
139.7635,35.675,452
139.764,35.675,460
139.7645,35.675,468
139.765,35.675,476
139.7655,35.675,484
139.766,35.675,492
139.7665,35.675,500
139.767,35.675,492
139.7675,35.675,484
139.768,35.675,476
139.7685,35.675,468
139.769,35.675,460
139.7695,35.675,452
139.77,35.675,444
139.7705,35.675,436
139.771,35.675,428
139.7715,35.675,420
139.7615,35.6755,410
139.762,35.6755,419
139.7625,35.6755,428
139.763,35.6755,437
139.7635,35.6755,446
139.764,35.6755,455
139.7645,35.6755,464
139.765,35.6755,473
139.7655,35.6755,482
139.766,35.6755,491
139.7665,35.6755,500
139.767,35.6755,491
139.7675,35.6755,482
139.768,35.6755,473
139.7685,35.6755,464
139.769,35.6755,455
139.7695,35.6755,446
139.77,35.6755,437
139.7705,35.6755,428
139.771,35.6755,419
139.7715,35.6755,410
139.7615,35.676,400
139.762,35.676,410
139.7625,35.676,420
139.763,35.676,430
139.7635,35.676,440
139.764,35.676,450
139.7645,35.676,460
139.765,35.676,470
139.7655,35.676,480
139.766,35.676,490
139.7665,35.676,500
139.767,35.676,490
139.7675,35.676,480
139.768,35.676,470
139.7685,35.676,460
139.769,35.676,450
139.7695,35.676,440
139.77,35.676,430
139.7705,35.676,420
139.771,35.676,410
139.7715,35.676,400
