lng,lat,val
139.766,35.6745,708
139.7665,35.6745,750
139.767,35.6745,708
139.7675,35.6745,666
139.768,35.6745,624
139.7685,35.6745,582
139.769,35.6745,540
139.7695,35.6745,498
139.77,35.6745,456
139.7705,35.6745,414
139.771,35.6745,372
139.7715,35.6745,330
139.7615,35.675,270
139.762,35.675,318
139.7625,35.675,366
139.763,35.675,414
139.7635,35.675,462
139.764,35.675,510
139.7645,35.675,558
139.765,35.675,606
139.7655,35.675,654
139.766,35.675,702
139.7665,35.675,750
139.767,35.675,702
139.7675,35.675,654
139.768,35.675,606
139.7685,35.675,558
139.769,35.675,510
139.7695,35.675,462
139.77,35.675,414
139.7705,35.675,366
139.771,35.675,318
139.7715,35.675,270
139.7615,35.6755,210
139.762,35.6755,264
139.7625,35.6755,318
139.763,35.6755,372
139.7635,35.6755,426
139.764,35.6755,480
139.7645,35.6755,534
139.765,35.6755,588
139.7655,35.6755,642
139.766,35.6755,696
139.7665,35.6755,750
139.767,35.6755,696
139.7675,35.6755,642
139.768,35.6755,588
139.7685,35.6755,534
139.769,35.6755,480
139.7695,35.6755,426
139.77,35.6755,372
139.7705,35.6755,318
139.771,35.6755,264
139.7715,35.6755,210
139.7615,35.676,150
139.762,35.676,210
139.7625,35.676,270
139.763,35.676,330
139.7635,35.676,390
139.764,35.676,450
139.7645,35.676,510
139.765,35.676,570
139.7655,35.676,630
139.766,35.676,690
139.7665,35.676,750
139.767,35.676,690
139.7675,35.676,630
139.768,35.676,570
139.7685,35.676,510
139.769,35.676,450
139.7695,35.676,390
139.77,35.676,330
139.7705,35.676,270
139.771,35.676,210
139.7715,35.676,150
